City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Avera,US,33.194,-82.5271,50.0,50,75,4.61,broken clouds
348,Sorland,NO,67.667,12.6934,35.22,83,99,25.03,overcast clouds
349,Port-Cartier,CA,50.0334,-66.8654,32.0,93,100,10.36,light snow
350,Puerto Carreno,CO,6.189,-67.4859,80.67,55,35,7.52,scattered clouds
351,Roura,GF,4.7263,-52.3274,77.0,94,75,8.05,broken clouds
352,Saint-Georges,GD,12.0564,-61.7485,77.0,78,40,13.8,scattered clouds
353,Chodavaram,IN,17.8333,82.95,66.2,72,0,3.44,haze
354,Lufkin,US,31.3382,-94.7291,46.4,87,75,4.61,broken clouds
355,Banda Aceh,ID,5.5577,95.3222,83.32,68,2,9.44,clear sky
356,Lebork,PL,54.5392,17.7501,27.0,93,75,8.05,light snow
357,Sloboda,RU,51.1421,40.3021,12.79,91,100,13.89,overcast clouds
358,Esmeraldas,BR,-19.7625,-44.3139,68.0,100,75,6.91,mist
359,Lac Du Bonnet,CA,50.2536,-96.0612,-6.0,100,100,8.01,overcast clouds
360,Beyneu,KZ,45.3167,55.2,42.1,84,100,24.34,overcast clouds
361,Araouane,ML,18.9048,-3.5265,75.87,17,99,9.95,overcast clouds
362,Middle Island,US,40.8843,-72.9373,39.0,93,75,5.75,mist
363,Yoichi,JP,43.2039,140.7703,35.01,100,90,1.14,snow
364,Brattvag,NO,62.6002,6.4434,26.6,63,90,10.36,overcast clouds
365,Lichuan,CN,30.3,108.85,49.41,68,3,2.28,clear sky
366,Sembakung,ID,3.8167,117.25,84.2,79,75,3.44,broken clouds
367,Ust-Nera,RU,64.5667,143.2,-10.68,81,100,3.27,overcast clouds
368,Salinopolis,BR,-0.6136,-47.3561,79.34,81,76,11.32,broken clouds
369,Bambous Virieux,MU,-20.3428,57.7575,78.8,83,75,10.36,broken clouds
370,Nizhnyaya Omka,RU,55.4338,74.9426,32.86,97,100,11.14,overcast clouds
371,Nakhon Thai,TH,17.1006,100.8374,84.99,53,0,6.91,clear sky
372,San-Pedro,CI,4.7485,-6.6363,77.97,92,9,7.23,clear sky
373,Manoel Urbano,BR,-8.8389,-69.2597,72.97,98,98,1.1,overcast clouds
374,Sitka,US,57.0531,-135.33,35.6,87,90,3.44,light rain
375,Coahuayana,MX,18.7333,-103.6833,73.29,84,44,1.77,scattered clouds
376,Chapadinha,BR,-3.7417,-43.3603,72.52,89,94,3.47,overcast clouds
377,Rudnichnyy,RU,59.617,52.4703,20.26,98,99,6.06,light snow
378,Ahuimanu,US,21.4447,-157.8378,75.2,60,90,8.05,overcast clouds
379,Imbituba,BR,-28.24,-48.6703,73.4,64,75,9.22,broken clouds
380,Westport,US,41.1415,-73.3579,37.4,87,75,4.61,broken clouds
381,Conde,BR,-7.2597,-34.9075,78.8,83,0,4.61,clear sky
382,Shingu,JP,33.7333,135.9833,55.4,58,75,2.3,broken clouds
383,Samandag,TR,36.0842,35.9771,42.8,100,0,2.3,fog
384,Bismarck,US,46.8083,-100.7837,1.4,60,1,11.5,clear sky
385,Preobrazheniye,RU,42.9019,133.9064,33.44,83,17,1.83,few clouds
386,Zheleznodorozhnyy,RU,55.7503,38.0042,8.6,72,75,11.18,light snow
387,Miyazu,JP,35.5333,135.1833,53.6,50,20,5.75,few clouds
388,Siria,SY,35.0,38.0,41.81,95,1,5.59,clear sky
389,Dingle,PH,10.9995,122.6711,83.68,74,86,12.84,overcast clouds
390,Nouadhibou,MR,20.931,-17.0347,62.6,77,40,6.91,scattered clouds
391,Biak,ID,-0.9131,122.8766,82.72,69,100,0.47,overcast clouds
392,Gori,GE,41.9842,44.1158,39.79,73,97,21.18,overcast clouds
393,Mahbubnagar,IN,16.7333,77.9833,68.65,50,0,4.12,clear sky
394,Damavand,IR,35.7178,52.065,53.6,58,90,9.22,overcast clouds
395,New Haven,US,41.4001,-72.9329,34.0,93,90,7.94,fog
396,Monastyryshche,UA,48.9909,29.8047,18.09,95,100,0.51,overcast clouds
397,Lagoa,PT,39.05,-27.9833,58.24,84,82,16.71,broken clouds
398,Belaya Gora,RU,68.5333,146.4167,-16.91,88,100,9.22,overcast clouds
399,Pochutla,MX,15.7432,-96.4661,78.01,88,83,4.0,broken clouds
400,Porto Novo,BJ,6.4965,2.6036,84.2,84,40,10.36,scattered clouds
401,Abu Zabad,SD,12.35,29.25,56.95,37,34,16.64,scattered clouds
402,Broken Hill,AU,-31.95,141.4333,77.0,38,0,16.11,clear sky
403,Vera Cruz,BR,-12.6333,-41.0333,73.04,83,100,6.69,overcast clouds
404,Chapais,CA,49.7834,-74.8492,24.8,86,90,11.5,light snow
405,Tautira,PF,-17.7333,-149.15,82.4,69,75,11.5,broken clouds
406,Ternate,ID,0.8,127.4,83.55,74,100,7.67,overcast clouds
407,Manono,CD,-7.3,27.4167,70.09,93,98,0.47,light rain
408,Kanlagay,PH,5.8757,121.2915,83.07,72,100,2.73,overcast clouds
409,Mount Gambier,AU,-37.8333,140.7667,68.0,56,40,17.27,scattered clouds
410,Bonavista,CA,48.6499,-53.1147,35.01,100,98,6.91,overcast clouds
411,Ciudad Valles,MX,21.9833,-99.0167,68.97,87,15,3.85,few clouds
412,Iracoubo,GF,5.4802,-53.2011,77.43,87,99,13.51,overcast clouds
413,Vestmannaeyjar,IS,63.4427,-20.2734,40.62,69,96,27.45,overcast clouds
414,Hlohovec,SK,48.4317,17.8031,39.99,93,90,3.44,moderate rain
415,Esso,RU,55.9333,158.7,5.04,87,100,4.99,overcast clouds
416,Bathsheba,BB,13.2167,-59.5167,78.8,61,20,20.71,few clouds
417,Puerto Madryn,AR,-42.7692,-65.0385,63.93,64,4,23.89,clear sky
418,Radomsko,PL,51.0671,19.4448,27.0,77,100,9.48,overcast clouds
419,Diffa,NE,13.3154,12.6113,62.29,44,0,11.23,clear sky
420,Ranfurly,NZ,-45.1333,170.1,77.0,47,55,1.99,broken clouds
421,Rosetta,EG,31.4044,30.4164,60.8,77,40,6.91,scattered clouds
422,Bulaevo,KZ,54.9056,70.4439,33.62,97,97,11.05,overcast clouds
423,Muzhi,RU,65.3667,64.6667,-21.14,87,99,11.86,overcast clouds
424,Hope,US,33.6671,-93.5916,45.0,58,54,4.59,broken clouds
425,Garowe,SO,8.4054,48.4845,60.6,93,26,10.58,scattered clouds
426,Ossora,RU,59.2353,163.0719,8.89,94,100,6.35,overcast clouds
427,Hirara,JP,24.8,125.2833,73.4,56,20,2.3,few clouds
428,Kribi,CM,2.95,9.9167,79.65,85,100,3.74,light rain
429,Baneh,IR,35.9975,45.8853,39.16,89,100,2.51,overcast clouds
430,Ratholo,BW,-22.7245,27.572,68.67,94,100,11.5,light rain
431,Tomatlan,MX,19.9333,-105.25,69.39,93,25,1.7,scattered clouds
432,Yabrud,SY,33.9674,36.6574,42.01,87,0,6.91,clear sky
433,Zemio,CF,5.0314,25.1361,70.77,23,2,7.34,clear sky
434,Peniche,PT,39.3558,-9.3811,52.0,89,100,11.99,overcast clouds
435,Ambon,ID,-3.6954,128.1814,89.6,62,20,6.91,few clouds
436,Orthez,FR,43.4884,-0.7724,52.0,93,90,1.14,overcast clouds
437,Los Llanos De Aridane,ES,28.6585,-17.9182,62.6,48,0,10.36,clear sky
438,Pitimbu,BR,-7.4706,-34.8086,77.0,88,20,3.44,few clouds
439,Burgersdorp,ZA,-30.9977,26.3286,62.46,84,0,2.51,clear sky
440,Tubuala,PA,9.5167,-79.0333,78.8,78,20,5.75,few clouds
441,Piopio,NZ,-38.4667,175.0167,81.0,38,100,1.99,overcast clouds
442,Oranjemund,NA,-28.55,16.4333,60.87,91,3,9.31,clear sky
443,Ozinki,RU,51.1786,49.6769,18.34,96,100,22.82,light snow
444,Teruel,ES,40.6667,-0.6667,53.6,93,75,8.05,broken clouds
445,Namibe,AO,-15.1961,12.1522,69.69,83,66,6.71,broken clouds
446,Kinel-Cherkassy,RU,53.4706,51.4743,17.6,96,100,13.71,snow
447,Kapuskasing,CA,49.4169,-82.4331,10.4,79,100,18.41,light snow
448,Nabire,ID,-3.3667,135.4833,82.02,71,99,2.15,overcast clouds
449,Ulaanbaatar,MN,47.9077,106.8832,3.2,66,0,4.47,clear sky
450,Mahibadhoo,MV,3.7833,72.9667,81.19,73,100,9.1,overcast clouds
451,Baiyin,CN,36.5583,104.2081,39.0,30,0,4.47,clear sky
452,Aklavik,CA,68.2191,-135.0107,-20.2,69,8,3.44,clear sky
453,Koshki,RU,54.2091,50.4677,10.99,95,100,13.15,light snow
454,Ornskoldsvik,SE,63.2909,18.7153,15.8,92,90,9.22,overcast clouds
455,Djambala,CG,-2.5447,14.7533,70.27,85,30,1.72,scattered clouds
456,Chimbote,PE,-9.0853,-78.5783,69.76,77,50,4.97,scattered clouds
457,Ayapa,MX,18.1833,-93.1667,77.0,69,1,6.91,clear sky
458,Salalah,OM,17.0151,54.0924,68.0,68,20,4.61,few clouds
459,Mugumu,TZ,-1.85,34.7,62.62,86,76,4.63,broken clouds
460,Ratnagiri,IN,16.9833,73.3,73.85,47,0,4.21,clear sky
461,Atasu,KZ,48.6814,71.6433,20.61,93,27,6.26,scattered clouds
462,Topana,RO,44.8167,24.5167,37.94,89,8,1.66,clear sky
463,Shevchenkove,UA,49.6959,37.1735,15.8,79,90,11.18,light snow
464,Selishche,RU,56.8879,33.2691,2.7,93,100,8.61,overcast clouds
465,Jega,NG,12.2175,4.3792,73.51,19,67,13.49,broken clouds
466,Shelburne,CA,44.0787,-80.2041,17.01,91,97,16.98,overcast clouds
467,Lithakia,GR,37.7167,20.8333,44.6,93,20,6.71,few clouds
468,Andenes,NO,69.3143,16.1194,33.8,64,100,26.46,overcast clouds
469,Borovo,HR,45.3764,18.9669,42.8,93,0,5.75,clear sky
470,Abu Samrah,SY,35.3029,37.1841,46.6,89,0,3.83,clear sky
471,Morondava,MG,-20.2833,44.2833,80.13,83,100,6.73,overcast clouds
472,Porto Nacional,BR,-10.7081,-48.4172,75.2,94,75,8.05,moderate rain
473,Cayenne,GF,4.9333,-52.3333,77.0,94,75,8.05,broken clouds
474,Shiyan,CN,32.6475,110.7781,59.58,34,33,3.78,scattered clouds
475,San Roque,ES,36.2107,-5.3842,57.2,82,40,11.5,scattered clouds
476,Khandbari,NP,27.3747,87.2039,58.41,50,75,1.45,broken clouds
477,Dubbo,AU,-32.25,148.6167,64.4,94,90,8.05,overcast clouds
478,Grindavik,IS,63.8424,-22.4338,35.6,75,40,20.71,scattered clouds
479,Newport,GB,51.5877,-2.9984,36.0,94,65,4.92,broken clouds
480,Grajau,BR,-5.8194,-46.1386,73.6,94,98,2.73,overcast clouds
481,Arroyo,ES,41.6096,-4.7969,46.99,93,40,4.61,scattered clouds
482,Homer,US,59.6425,-151.5483,26.01,93,40,5.75,scattered clouds
483,Alyth,GB,56.6221,-3.2301,35.01,95,100,5.99,snow
484,Iki-Burul,RU,45.8208,44.6472,26.6,68,0,29.08,clear sky
485,Altona,DE,53.55,9.9333,32.0,69,90,11.5,light snow
486,Amga,RU,60.8953,131.9608,-30.75,79,100,4.03,overcast clouds
487,Havoysund,NO,70.9963,24.6622,26.6,93,90,14.97,snow
488,Harvard,US,42.4222,-88.6137,6.01,83,100,13.89,overcast clouds
489,Mantua,IT,45.1667,10.7833,46.99,94,100,0.96,overcast clouds
490,Krasnorechenskiy,RU,44.6265,135.3532,19.56,91,52,7.72,broken clouds
491,Hurghada,EG,27.2574,33.8129,59.0,72,0,11.5,clear sky
492,Vestmanna,FO,62.1564,-7.1664,35.6,69,75,12.66,broken clouds
493,Taft,IR,31.7471,54.2088,42.8,31,0,4.61,clear sky
494,Kabarnet,KE,0.4919,35.743,53.6,82,0,2.3,clear sky
495,Tsumeb,NA,-19.2333,17.7167,69.35,77,99,8.93,overcast clouds
496,Jalu,LY,29.0331,21.5482,52.99,62,0,4.72,clear sky
497,East Moline,US,41.5009,-90.4443,12.2,62,1,18.41,clear sky
498,Vanimo,PG,-2.6741,141.3028,81.39,72,93,3.13,overcast clouds
499,Kenora,CA,49.8167,-94.4337,-7.01,71,75,14.97,snow
500,Ramos Arizpe,MX,25.55,-100.9667,62.6,36,1,1.32,clear sky
501,Praia,CV,14.9215,-23.5087,68.0,68,75,19.57,broken clouds
502,Trakai,LT,54.6333,24.9333,8.6,85,90,6.91,light snow
503,Taitung,TW,22.7583,121.1444,77.0,50,20,4.61,few clouds
504,Ponta Delgada,PT,37.7333,-25.6667,57.2,88,75,8.05,broken clouds
505,Springbok,ZA,-29.6643,17.8865,60.17,52,0,2.82,clear sky
506,Tamandare,BR,-8.7597,-35.1047,77.32,83,5,6.58,clear sky
507,Sinnamary,GF,5.3833,-52.95,77.5,87,94,13.87,overcast clouds
508,Barcelona,ES,41.3888,2.159,60.01,67,40,16.11,scattered clouds
509,Kayes,ML,14.0,-11.0,72.41,22,67,7.0,broken clouds
510,Ruteng,ID,-8.6136,120.4721,68.41,95,100,2.19,overcast clouds
511,Segezha,RU,63.7415,34.3222,0.39,92,100,11.14,overcast clouds
512,Niteroi,BR,-22.8833,-43.1036,73.4,94,90,9.22,moderate rain
513,Pathankot,IN,32.2833,75.65,52.14,48,0,2.35,clear sky
514,Pedasi,PA,7.5333,-80.0333,79.39,81,100,15.01,overcast clouds
515,Alto Araguaia,BR,-17.3147,-53.2153,70.68,93,100,3.89,overcast clouds
516,Hofn,IS,64.2539,-15.2082,36.59,80,100,17.29,light rain
517,Anchorage,US,61.2181,-149.9003,15.8,73,90,1.61,overcast clouds
518,Humberto De Campos,BR,-2.5983,-43.4611,76.23,83,0,7.45,clear sky
519,Acari,PE,-15.4311,-74.6158,72.41,69,95,3.04,overcast clouds
520,Durango,MX,24.8333,-104.8333,57.87,34,0,9.33,clear sky
521,Balaipungut,ID,1.05,101.2833,80.6,74,40,6.91,scattered clouds
522,Komsomolskiy,UZ,40.4272,71.7189,33.8,64,100,6.91,overcast clouds
523,Ketchikan,US,55.3422,-131.6461,33.8,100,90,4.61,moderate rain
524,Attock,PK,33.7695,72.3611,48.0,78,0,1.01,clear sky
525,Viisoara,RO,46.55,23.9167,41.0,100,40,2.3,fog
526,Kahului,US,20.8947,-156.47,73.4,56,40,6.91,scattered clouds
527,Port Hedland,AU,-20.3167,118.5667,87.8,58,11,10.36,few clouds
528,Harper,LR,4.375,-7.7169,78.85,89,2,7.85,clear sky
529,Bonanza,NI,14.0289,-84.591,69.37,97,78,1.59,broken clouds
530,Cap Malheureux,MU,-19.9842,57.6142,75.0,89,0,5.01,light rain
531,Lyubinskiy,RU,55.1542,72.6925,30.2,100,90,8.95,light snow
532,Barrhead,GB,55.7992,-4.3929,37.4,93,90,21.85,overcast clouds
533,Half Moon Bay,US,37.4636,-122.4286,54.0,93,75,5.75,broken clouds
534,Hambantota,LK,6.1241,81.1185,75.2,94,40,3.44,scattered clouds
535,Lucapa,AO,-8.4192,20.7447,64.62,96,43,1.97,scattered clouds
536,Grosseto,IT,42.8333,11.25,44.6,81,44,5.75,scattered clouds
537,Turukhansk,RU,65.8167,87.9833,-25.6,85,98,7.61,overcast clouds
538,White Settlement,US,32.7596,-97.4584,50.0,40,20,4.61,few clouds
539,Parabel,RU,58.6978,81.4825,13.44,96,100,8.05,overcast clouds
540,Tarancon,ES,40.0085,-3.0073,48.99,9,100,24.0,overcast clouds
541,Rio Grande,BR,-32.035,-52.0986,62.01,91,56,12.57,broken clouds
542,Ewa Beach,US,21.3156,-158.0072,75.2,46,1,14.97,light rain
543,Zhezkazgan,KZ,47.8043,67.7144,21.78,97,92,10.18,light snow
544,Vila Velha,BR,-20.3297,-40.2925,82.4,74,75,10.36,broken clouds
545,Waynesville,US,35.4887,-82.9887,33.8,47,1,6.91,clear sky
546,Barranca,PE,-10.75,-77.7667,68.7,86,78,5.17,broken clouds
547,Severo-Kurilsk,RU,50.6789,156.125,17.11,81,48,7.87,scattered clouds
548,Mogwase,ZA,-25.185,27.2665,65.16,91,100,2.66,light rain
549,Aksarka,RU,66.5606,67.7975,-22.23,86,100,15.37,overcast clouds
550,Port Hardy,CA,50.6996,-127.4199,42.8,87,90,3.44,overcast clouds
551,Kondinskoye,RU,59.6481,67.41,34.03,93,100,15.08,overcast clouds
552,Markova,UA,48.6758,24.4138,28.4,97,100,3.27,snow
553,Ryotsu,JP,38.0833,138.4333,50.0,62,40,10.36,scattered clouds
554,Karasjok,NO,69.4719,25.5112,21.2,93,75,11.5,broken clouds
555,Nizhniy Kuranakh,RU,58.8353,125.4869,-16.19,85,100,2.71,overcast clouds
556,Hovd,MN,48.0056,91.6419,15.17,85,29,1.03,scattered clouds
557,Nuuk,GL,64.1835,-51.7216,17.6,73,59,18.41,broken clouds
558,Karachev,RU,53.1229,34.9852,10.4,85,100,4.47,snow
559,Espanola,US,35.9911,-106.0806,37.99,41,1,8.05,clear sky
560,Bria,CF,6.5423,21.9863,68.65,24,18,7.47,few clouds
561,Quesada,CR,10.3238,-84.4271,71.6,94,0,2.3,clear sky
562,Yumen,CN,40.2833,97.2,34.3,65,100,18.07,overcast clouds
563,Pringsewu,ID,-5.3582,104.9744,82.31,72,55,9.22,broken clouds
564,Itambacuri,BR,-18.0311,-41.685,72.09,89,100,4.74,moderate rain
565,Juegang,CN,32.3174,121.1855,55.0,77,0,11.99,clear sky
566,Samarai,PG,-10.6167,150.6667,84.94,74,6,8.59,clear sky
567,Vanavara,RU,60.34,102.2797,0.36,92,100,6.6,overcast clouds
568,Irara,BR,-12.05,-38.7667,73.33,88,99,12.37,overcast clouds
569,Santiago Del Estero,AR,-27.7951,-64.2615,72.19,46,0,7.25,clear sky
570,Ostrovnoy,RU,68.0531,39.5131,16.09,95,100,7.54,light snow
571,Pangnirtung,CA,66.1451,-65.7125,23.72,92,100,3.91,overcast clouds
572,Turbat,PK,26.0023,63.044,55.69,30,0,2.84,clear sky
573,Gao,ML,16.6362,1.637,68.5,21,0,12.15,clear sky
574,Sagua La Grande,CU,22.8067,-80.0756,69.8,94,1,3.44,moderate rain
575,Necochea,AR,-38.5473,-58.7368,71.01,49,0,16.55,clear sky
576,Jiaojiang,CN,28.6803,121.4428,66.99,77,87,3.76,overcast clouds
577,Lata,PT,40.1629,-8.3327,51.01,93,100,1.01,overcast clouds
578,Kampong Thum,KH,12.7111,104.8887,84.24,46,17,7.63,few clouds
579,Laguna,US,38.421,-121.4238,54.0,58,1,4.61,clear sky
580,Lorengau,PG,-2.0226,147.2712,82.04,80,74,7.65,broken clouds
581,Diamantino,BR,-14.4086,-56.4461,74.91,85,100,1.54,light rain
582,Saint-Augustin,CA,51.226,-58.6502,28.62,98,95,10.36,light snow
583,Ukmerge,LT,55.25,24.75,1.4,78,0,3.44,clear sky
584,Marathon,US,44.9,-89.7668,3.99,66,1,14.97,clear sky
585,Svetlyy,RU,54.675,20.1347,6.8,92,40,6.71,scattered clouds
586,Van Buren,US,35.4368,-94.3483,46.0,60,1,3.44,clear sky
587,Patos De Minas,BR,-18.5789,-46.5181,66.99,100,100,2.98,overcast clouds
588,Ambilobe,MG,-13.2,49.05,73.63,92,100,2.75,overcast clouds
589,Novikovo,RU,51.1537,37.8879,11.64,93,97,10.92,overcast clouds
590,San Pedro,PH,14.35,121.0167,86.0,65,75,6.91,broken clouds
591,Moree,AU,-29.4667,149.85,75.2,78,90,12.66,light rain
592,Banyo,CM,6.75,11.8167,63.16,30,5,2.75,clear sky
593,Tecoanapa,MX,16.5167,-98.75,76.93,73,5,3.36,clear sky
594,Tongliao,CN,43.6125,122.2653,19.81,95,97,7.78,overcast clouds
595,Nizhniy Tsasuchey,RU,50.5167,115.1333,2.03,85,0,12.03,clear sky
596,Maragogi,BR,-9.0122,-35.2225,76.8,86,7,7.11,clear sky
597,Cocobeach,GA,1.0002,9.5823,78.8,100,40,3.44,scattered clouds
598,Ahipara,NZ,-35.1667,173.1667,68.32,76,97,3.8,overcast clouds
599,Fontem,CM,5.4685,9.8818,66.47,67,3,1.83,clear sky
600,Wabana,CA,47.6332,-52.9481,33.8,93,75,27.63,broken clouds
601,Olafsvik,IS,64.8945,-23.7142,38.3,76,100,22.73,overcast clouds
602,Bud,US,39.447,-86.1758,27.0,73,87,10.07,overcast clouds
603,Ballina,AU,-28.8667,153.5667,84.2,69,40,11.5,scattered clouds
604,Vao,NC,-22.6667,167.4833,78.96,79,1,10.13,clear sky
605,La Romana,DO,18.4273,-68.9728,71.6,94,20,7.38,few clouds
606,Ojinaga,MX,29.5667,-104.4167,57.2,24,1,6.91,clear sky
607,Sterling,US,39.0062,-77.4286,39.2,45,1,9.22,clear sky
608,Tahoua,NE,14.8888,5.2692,67.53,23,0,15.75,clear sky
609,Chiungutwa,TZ,-10.8833,38.9833,70.7,96,94,0.67,overcast clouds
610,Plettenberg Bay,ZA,-34.0527,23.3716,66.94,91,0,5.93,clear sky
611,Margate,GB,51.3813,1.3862,46.0,88,0,1.01,clear sky
612,Bubaque,GW,11.2833,-15.8333,77.52,57,99,16.87,overcast clouds
613,Yaan,NG,7.3833,8.5667,72.72,43,24,5.17,few clouds
614,Benjamin Constant,BR,-4.3831,-70.0311,73.4,100,75,3.44,light rain
615,Jasper,US,37.2001,-94.3502,39.99,56,1,5.75,clear sky
616,Lavrentiya,RU,65.5833,-171.0,2.88,92,100,10.45,light snow
617,Strezhevoy,RU,60.7333,77.5889,19.4,93,75,11.18,light snow
618,Rorvik,NO,64.8621,11.2373,25.05,91,0,7.49,clear sky
619,Mitsamiouli,KM,-11.3847,43.2844,82.53,72,75,2.75,broken clouds
620,Hounde,BF,11.5,-3.5167,76.44,19,100,2.86,overcast clouds
621,Medea,DZ,36.2642,2.7539,73.4,17,20,23.02,few clouds
622,Puyang,CN,29.4603,119.8861,60.53,72,72,3.29,broken clouds
623,Unai,BR,-16.3575,-46.9061,71.87,88,100,6.82,moderate rain
624,Puerto Ayacucho,VE,5.6639,-67.6236,78.66,70,61,2.26,broken clouds
625,Morgan City,US,29.6994,-91.2068,46.99,93,90,8.05,overcast clouds
626,Boende,CD,-0.2167,20.8667,74.01,83,92,1.66,overcast clouds
627,Nortelandia,BR,-14.4547,-56.8028,74.68,86,99,0.78,overcast clouds
628,Klaksvik,FO,62.2266,-6.589,35.6,69,75,12.66,broken clouds
629,Saint-Joseph,RE,-21.3667,55.6167,78.8,65,20,8.05,light rain
630,Les Cayes,HT,18.2,-73.75,75.43,84,25,4.03,scattered clouds
631,Boueni,YT,-12.9025,45.0761,78.8,89,0,2.3,clear sky
632,Alice Springs,AU,-23.7,133.8833,84.2,26,57,11.5,broken clouds
633,Celestun,MX,20.8667,-90.4,74.64,75,0,6.62,clear sky
634,Dir,PK,35.2058,71.8756,40.78,40,0,7.27,clear sky
635,Kidal,ML,18.4411,1.4078,69.73,20,100,11.61,overcast clouds
636,Nadym,RU,65.5333,72.5167,-10.19,90,100,12.26,light snow
637,Huancabamba,PE,-5.2386,-79.4506,59.0,81,98,2.48,overcast clouds
638,Iskilip,TR,40.7353,34.4739,40.6,70,6,2.64,clear sky
639,Priboj,BA,44.6028,18.9314,33.8,100,75,2.3,fog
640,Olkhovka,RU,53.2115,60.6069,33.46,94,100,15.64,overcast clouds
641,Kudahuvadhoo,MV,2.6708,72.8944,80.92,75,100,12.59,overcast clouds
642,Colesberg,ZA,-30.72,25.0972,65.75,79,0,7.14,clear sky
643,Karibib,NA,-21.9333,15.8333,74.89,43,37,3.22,scattered clouds
644,Maridi,SS,4.9158,29.4742,68.2,25,80,6.06,broken clouds
645,Ciudad Bolivar,VE,8.1222,-63.5497,78.42,69,100,14.41,overcast clouds
646,Okakarara,NA,-20.5833,17.4333,68.2,80,90,3.6,overcast clouds
647,Saint Stephen,GB,50.3333,-4.9,39.99,100,90,4.61,overcast clouds
648,Tura,IN,25.5198,90.2201,71.96,37,0,2.24,clear sky
649,Cachoeira Do Sul,BR,-30.0392,-52.8939,58.41,90,0,2.33,clear sky
650,Bereda,ES,43.2686,-7.5406,46.0,100,100,11.99,overcast clouds
651,Aripuana,BR,-9.1667,-60.6333,73.53,94,100,1.77,moderate rain
652,Rabo De Peixe,PT,37.8,-25.5833,57.2,88,75,8.05,broken clouds
653,Bilma,NE,18.6853,12.9164,58.53,33,0,6.38,clear sky
654,Coihaique,CL,-45.5752,-72.0662,64.4,63,0,2.3,clear sky
655,Galesong,ID,-5.3166,119.3661,86.0,79,20,2.3,few clouds
656,Kirn,DE,49.7833,7.45,44.01,88,100,3.85,light rain
657,Grand Gaube,MU,-20.0064,57.6608,75.0,89,12,5.01,light rain
658,Wanaka,NZ,-44.7,169.15,77.77,41,52,2.98,broken clouds
659,Pingliang,CN,35.5392,106.6861,39.0,40,73,3.0,broken clouds
660,Jupiter,US,26.9342,-80.0942,68.0,94,20,3.44,few clouds
661,Aruppukkottai,IN,9.5167,78.1,73.4,78,20,3.44,mist
662,Puerto Colombia,CO,10.9878,-74.9547,78.8,83,87,8.05,overcast clouds
663,Eyemouth,GB,55.8713,-2.0901,37.0,96,100,5.99,light rain
664,Astana,KZ,51.1801,71.446,28.4,100,90,8.95,mist
665,Sakakah,SA,29.9697,40.2064,51.8,87,20,6.91,few clouds
666,Rangoon,MM,16.8053,96.1561,78.8,78,20,4.61,few clouds
667,Sao Felix Do Xingu,BR,-6.6447,-51.995,74.32,90,100,0.56,overcast clouds
668,Porto Walter,BR,-8.2686,-72.7439,70.43,98,94,0.6,overcast clouds
669,Lerwick,GB,60.1545,-1.1494,33.8,51,90,20.71,overcast clouds
670,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,75.04,97,100,0.92,heavy intensity rain
671,Mankato,US,44.1636,-93.9994,6.8,72,20,16.11,few clouds
672,Cam Ranh,VN,11.9214,109.1591,80.6,54,20,13.8,few clouds
673,Matara,LK,5.9485,80.5353,79.59,78,84,6.49,broken clouds
674,Polyarnyy,RU,69.1989,33.4478,12.2,92,75,20.36,snow
675,Olavarria,AR,-36.8927,-60.3225,69.22,35,0,7.99,clear sky
676,Grand-Bourg,GP,15.8835,-61.3148,75.2,78,0,5.75,clear sky
677,Santa Marta,CO,11.2408,-74.199,84.2,70,67,5.75,broken clouds
678,Quatre Cocos,MU,-20.2078,57.7625,78.8,83,75,10.36,light rain
679,Gazojak,TM,41.1875,61.4036,50.18,45,100,9.91,overcast clouds
680,Fuerte Olimpo,PY,-21.0415,-57.8738,69.04,71,9,3.24,clear sky
681,Thyolo,MW,-16.0678,35.1405,65.66,100,50,1.34,scattered clouds
682,Uchiza,PE,-8.4592,-76.4633,71.64,83,100,2.13,light rain
683,Palmer,US,42.1584,-72.3287,28.0,93,20,7.23,fog
684,Srednekolymsk,RU,67.45,153.6833,-19.48,84,16,3.2,few clouds
685,Russkaya Polyana,UA,49.417,31.9201,17.85,94,100,3.98,overcast clouds
686,Sucua,EC,-2.4667,-78.1667,70.3,78,100,2.06,light rain
687,Salym,RU,60.0625,71.4789,33.44,98,100,7.7,overcast clouds
688,Mogoytuy,RU,51.2833,114.9167,-2.13,86,0,4.83,clear sky
689,Kudat,MY,6.8837,116.8477,78.8,94,40,4.61,scattered clouds
690,Zanjan,IR,36.6736,48.4787,38.34,89,100,1.86,overcast clouds
691,Bikin,RU,46.8161,134.26,6.48,88,100,4.5,overcast clouds
692,Lamu,KE,-2.2717,40.902,77.0,83,1,7.49,clear sky
693,Shunyi,CN,40.125,116.6453,53.6,19,0,11.18,clear sky
694,Seminole,US,28.7086,-81.2081,69.8,60,90,4.5,overcast clouds
695,Fukue,JP,32.6881,128.8419,55.4,76,75,4.61,broken clouds
696,Tabou,CI,4.423,-7.3528,78.35,91,0,7.23,clear sky
697,Zalantun,CN,48.0,122.7167,6.4,84,0,6.98,clear sky
698,Alekseyevsk,RU,57.8406,108.3492,5.79,92,100,8.1,overcast clouds
